Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
us,c00029kc,7,"Wednesday, March 23, 2011 04:19:08 UTC",35.1719,140.8618,4.6,47.80,63,"near the east coast of Honshu, Japan"
us,c00029k7,7,"Wednesday, March 23, 2011 04:13:11 UTC",39.7096,142.3666,4.8,48.00,62,"near the east coast of Honshu, Japan"
us,c00029jp,8,"Wednesday, March 23, 2011 03:24:03 UTC",37.9558,144.2861,4.9,10.00,179,"off the east coast of Honshu, Japan"
ak,10196384,2,"Wednesday, March 23, 2011 02:33:32 UTC",59.7761,-153.2389,2.5,129.20,48,"Southern Alaska"
ak,10196383,2,"Wednesday, March 23, 2011 02:24:11 UTC",53.1962,-166.7359,3.1,31.80,18,"Fox Islands, Aleutian Islands, Alaska"
us,c00029fj,8,"Wednesday, March 23, 2011 00:50:34 UTC",21.8920,143.1042,4.7,242.90,106,"Mariana Islands region"
us,c00029f2,5,"Wednesday, March 23, 2011 00:45:22 UTC",37.2863,71.7319,4.7,61.90,53,"Tajikistan"
nn,00330096,7,"Wednesday, March 23, 2011 00:39:05 UTC",39.0314,-118.8177,2.9,8.50,16,"Nevada"
us,c00029d6,6,"Wednesday, March 23, 2011 00:07:32 UTC",-9.4703,114.0378,4.7,50.60,86,"south of Bali, Indonesia"
us,c00029d7,8,"Wednesday, March 23, 2011 00:06:43 UTC",39.2762,142.3150,5.3,35.20,328,"near the east coast of Honshu, Japan"
us,c00029bn,6,"Tuesday, March 22, 2011 22:53:31 UTC",37.0622,140.6201,5.1,27.90,124,"eastern Honshu, Japan"
us,c00029bh,5,"Tuesday, March 22, 2011 22:51:38 UTC",36.9238,142.3331,5.0,30.10,52,"off the east coast of Honshu, Japan"
us,c00029b9,3,"Tuesday, March 22, 2011 22:36:32 UTC",37.0780,140.5614,5.4,15.70,212,"eastern Honshu, Japan"
us,c00029a5,6,"Tuesday, March 22, 2011 22:12:29 UTC",37.1087,140.6726,5.7,1.00,336,"eastern Honshu, Japan"
nm,032211k,A,"Tuesday, March 22, 2011 22:02:19 UTC",35.2463,-92.3768,2.5,5.60, 9,"Arkansas"
us,c000299s,5,"Tuesday, March 22, 2011 21:55:38 UTC",40.3150,142.4629,4.8,21.90,121,"near the east coast of Honshu, Japan"
us,b000253w,6,"Tuesday, March 22, 2011 21:32:14 UTC",37.8419,143.2204,4.6,34.80,27,"off the east coast of Honshu, Japan"
ci,10912917,5,"Tuesday, March 22, 2011 21:24:20 UTC",32.6787,-115.7167,3.0,7.30,49,"Southern California"
ak,10196060,2,"Tuesday, March 22, 2011 20:53:13 UTC",52.9425,-166.7618,2.6,16.20,16,"Fox Islands, Aleutian Islands, Alaska"
us,c000298m,7,"Tuesday, March 22, 2011 20:50:11 UTC",37.3479,141.8126,4.2,40.20,20,"near the east coast of Honshu, Japan"
us,c0002969,5,"Tuesday, March 22, 2011 20:34:43 UTC",39.7384,143.3211,4.7,23.50,35,"off the east coast of Honshu, Japan"
ci,36993919,3,"Tuesday, March 22, 2011 20:15:44 UTC",36.1883,-114.4825,2.5,0.10, 8,"Nevada"
nm,032211h,B,"Tuesday, March 22, 2011 19:56:05 UTC",35.2443,-92.3945,3.3,5.20,15,"Arkansas"
us,c000294q,4,"Tuesday, March 22, 2011 19:40:43 UTC",-7.6246,127.5762,5.1,137.30,63,"Kepulauan Barat Daya, Indonesia"
us,c000294e,6,"Tuesday, March 22, 2011 19:26:04 UTC",40.3272,143.6128,4.7,31.70,54,"off the east coast of Honshu, Japan"
us,c000294r,6,"Tuesday, March 22, 2011 19:09:57 UTC",36.2736,141.5220,4.9,17.00,118,"near the east coast of Honshu, Japan"
us,c000293i,6,"Tuesday, March 22, 2011 19:07:47 UTC",35.5830,141.6810,4.9,38.60,137,"near the east coast of Honshu, Japan"
us,c0002930,6,"Tuesday, March 22, 2011 18:50:12 UTC",37.6720,141.6059,4.6,56.90,38,"near the east coast of Honshu, Japan"
us,c0002929,C,"Tuesday, March 22, 2011 18:24:20 UTC",35.2181,141.0251,4.6,36.30,25,"near the east coast of Honshu, Japan"
us,c0002925,6,"Tuesday, March 22, 2011 18:19:07 UTC",35.3016,141.1015,4.5,39.00,21,"near the east coast of Honshu, Japan"
nm,032211f,A,"Tuesday, March 22, 2011 17:50:31 UTC",35.2503,-92.3837,2.5,5.30, 8,"Arkansas"
us,c000291l,7,"Tuesday, March 22, 2011 17:49:52 UTC",35.3353,140.9038,4.9,18.40,156,"near the east coast of Honshu, Japan"
us,c000291h,5,"Tuesday, March 22, 2011 17:46:36 UTC",35.2982,141.0047,4.6,24.60,49,"near the east coast of Honshu, Japan"
ak,10195890,3,"Tuesday, March 22, 2011 17:02:54 UTC",51.8144,-173.6163,2.9,181.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,2011iudr,8,"Tuesday, March 22, 2011 16:56:36 UTC",39.1103,143.2883,4.4,35.00,17,"off the east coast of Honshu, Japan"
us,c00028z3,C,"Tuesday, March 22, 2011 16:12:09 UTC",35.6717,141.6380,5.5,33.30,298,"near the east coast of Honshu, Japan"
us,c00028yv,7,"Tuesday, March 22, 2011 16:05:50 UTC",35.7569,141.5912,5.2,41.20,264,"near the east coast of Honshu, Japan"
us,c00028y4,A,"Tuesday, March 22, 2011 15:58:30 UTC",39.1965,142.2820,4.9,46.00,167,"near the east coast of Honshu, Japan"
ak,10195841,2,"Tuesday, March 22, 2011 15:54:13 UTC",53.7710,-164.2376,3.2,25.70,24,"Unimak Island region, Alaska"
us,c00028xn,A,"Tuesday, March 22, 2011 15:49:26 UTC",39.1714,142.3009,5.4,21.80,318,"near the east coast of Honshu, Japan"
us,2011iucx,3,"Tuesday, March 22, 2011 15:19:29 UTC",35.6945,141.7488,4.7,33.70,40,"near the east coast of Honshu, Japan"
us,2011iucw,3,"Tuesday, March 22, 2011 15:12:23 UTC",38.3613,141.7825,4.9,54.50,27,"near the east coast of Honshu, Japan"
us,c00028vy,F,"Tuesday, March 22, 2011 15:03:46 UTC",35.7864,141.5719,6.1,16.40,436,"near the east coast of Honshu, Japan"
us,c00028vm,4,"Tuesday, March 22, 2011 14:45:19 UTC",-33.1463,-15.9200,5.1,10.00,40,"southern Mid-Atlantic Ridge"
us,2011iudi,5,"Tuesday, March 22, 2011 14:43:42 UTC",38.4850,144.6810,4.5,14.50,23,"off the east coast of Honshu, Japan"
us,c00028vd,5,"Tuesday, March 22, 2011 14:31:32 UTC",38.1537,142.5776,4.5,33.20,41,"near the east coast of Honshu, Japan"
us,c00028ui,A,"Tuesday, March 22, 2011 13:50:50 UTC",35.7910,141.5337,5.8,15.00,384,"near the east coast of Honshu, Japan"
ak,10195769,2,"Tuesday, March 22, 2011 13:34:06 UTC",51.2802,-175.1145,2.6,4.90, 9,"Andreanof Islands, Aleutian Islands, Alaska"
us,c00028tu,B,"Tuesday, March 22, 2011 13:31:28 UTC",-33.0852,-15.9789,6.1,11.90,315,"southern Mid-Atlantic Ridge"
us,c00028tn,C,"Tuesday, March 22, 2011 13:26:19 UTC",36.8440,143.1005,4.8,43.60,127,"off the east coast of Honshu, Japan"
us,c00028t8,7,"Tuesday, March 22, 2011 13:20:14 UTC",39.9415,143.4483,4.8,28.30,77,"off the east coast of Honshu, Japan"
ak,10195753,3,"Tuesday, March 22, 2011 13:11:23 UTC",60.2300,-152.6391,2.9,105.90,58,"Southern Alaska"
us,c00028sx,9,"Tuesday, March 22, 2011 12:56:26 UTC",37.0503,143.9916,5.2,35.70,297,"off the east coast of Honshu, Japan"
us,c00028sq,3,"Tuesday, March 22, 2011 12:42:44 UTC",36.7758,143.1180,4.6,46.60,70,"off the east coast of Honshu, Japan"
us,c00028s0,9,"Tuesday, March 22, 2011 12:04:07 UTC",36.2557,141.4082,5.4,33.50,240,"near the east coast of Honshu, Japan"
us,c00028rw,A,"Tuesday, March 22, 2011 12:01:21 UTC",36.9473,143.2034,5.6,1.00,354,"off the east coast of Honshu, Japan"
us,c00028rp,8,"Tuesday, March 22, 2011 11:21:38 UTC",39.7895,143.1389,5.5,24.80,275,"off the east coast of Honshu, Japan"
us,c00028rg,H,"Tuesday, March 22, 2011 10:56:47 UTC",37.2694,141.8735,4.8,44.00,165,"near the east coast of Honshu, Japan"
us,c00028r6,5,"Tuesday, March 22, 2011 10:23:17 UTC",40.3550,142.4756,4.8,44.40,103,"near the east coast of Honshu, Japan"
us,c00028r4,8,"Tuesday, March 22, 2011 10:19:00 UTC",40.3443,142.5314,5.0,20.50,119,"near the east coast of Honshu, Japan"
us,c00028qz,A,"Tuesday, March 22, 2011 09:44:29 UTC",39.8629,143.4356,6.6,15.50,426,"off the east coast of Honshu, Japan"
pr,11080001,0,"Tuesday, March 22, 2011 09:43:58 UTC",18.4629,-65.6930,3.2,44.00,12,"Puerto Rico region"
us,c00028qt,7,"Tuesday, March 22, 2011 09:19:05 UTC",37.3340,141.8608,6.4,27.00,430,"near the east coast of Honshu, Japan"
us,c00028qg,5,"Tuesday, March 22, 2011 08:38:36 UTC",-3.7782,101.9609,4.7,96.10,54,"southern Sumatra, Indonesia"
us,c00028qf,5,"Tuesday, March 22, 2011 08:33:10 UTC",36.9132,140.9967,4.7,53.70,125,"near the east coast of Honshu, Japan"
us,c00028pp,5,"Tuesday, March 22, 2011 07:41:28 UTC",36.0140,141.4154,4.7,41.10,47,"near the east coast of Honshu, Japan"
us,c00028pe,7,"Tuesday, March 22, 2011 07:18:47 UTC",37.2495,143.9564,6.6,26.50,300,"off the east coast of Honshu, Japan"
ak,10198145,2,"Tuesday, March 22, 2011 07:15:54 UTC",53.2790,-164.2894,2.5,35.40,15,"Unimak Island region, Alaska"
us,c00028pa,5,"Tuesday, March 22, 2011 07:05:01 UTC",36.5835,142.4402,4.9,30.00,67,"off the east coast of Honshu, Japan"
us,c00028p1,7,"Tuesday, March 22, 2011 06:28:31 UTC",36.7026,142.3892,5.0,40.70,83,"off the east coast of Honshu, Japan"
ci,10912365,6,"Tuesday, March 22, 2011 06:26:10 UTC",33.9853,-118.8132,3.3,1.80,67,"Channel Islands region, California"
us,c00028nu,9,"Tuesday, March 22, 2011 05:59:35 UTC",35.6779,141.6837,5.1,20.60,257,"near the east coast of Honshu, Japan"
us,c00028nm,3,"Tuesday, March 22, 2011 05:44:32 UTC",-57.4436,-25.8310,5.0,84.10,20,"South Sandwich Islands region"
us,c00028mz,8,"Tuesday, March 22, 2011 04:44:19 UTC",35.1842,141.1610,4.8,26.20,61,"near the east coast of Honshu, Japan"
pr,11081002,0,"Tuesday, March 22, 2011 04:23:55 UTC",18.2950,-67.6340,2.6,84.60, 9,"Mona Passage, Puerto Rico"
us,c00028ma,6,"Tuesday, March 22, 2011 04:12:11 UTC",36.5382,142.5630,4.6,35.00,42,"off the east coast of Honshu, Japan"
us,c00028lv,5,"Tuesday, March 22, 2011 03:57:08 UTC",24.2010,141.0092,4.6,178.10,26,"Volcano Islands, Japan region"
ak,10195592,2,"Tuesday, March 22, 2011 03:55:31 UTC",53.2610,-164.2188,3.8,31.50,31,"Unimak Island region, Alaska"
us,c00028lm,9,"Tuesday, March 22, 2011 03:38:34 UTC",35.2276,141.0527,5.9,11.40,359,"near the east coast of Honshu, Japan"
us,c00028le,6,"Tuesday, March 22, 2011 02:53:46 UTC",39.2439,142.3584,4.5,35.60,56,"near the east coast of Honshu, Japan"
us,c00028l4,6,"Tuesday, March 22, 2011 02:11:51 UTC",39.0355,142.6210,4.8,35.90,152,"near the east coast of Honshu, Japan"
pr,11081000,0,"Tuesday, March 22, 2011 02:09:28 UTC",18.9780,-68.3600,3.7,157.60, 8,"Dominican Republic region"
us,c00028ky,5,"Tuesday, March 22, 2011 01:37:54 UTC",36.5062,142.4413,4.5,34.80,34,"off the east coast of Honshu, Japan"
us,c00028ku,5,"Tuesday, March 22, 2011 01:19:50 UTC",36.2867,141.2936,4.7,55.80,19,"near the east coast of Honshu, Japan"
us,c00028km,7,"Tuesday, March 22, 2011 01:13:47 UTC",36.0853,141.8370,5.1,35.90,204,"near the east coast of Honshu, Japan"
ci,10912221,4,"Tuesday, March 22, 2011 00:44:45 UTC",33.7697,-116.1372,2.5,2.90,74,"Southern California"
us,c00028k8,5,"Tuesday, March 22, 2011 00:37:17 UTC",-7.7763,105.7612,4.6,40.50,38,"Java, Indonesia"
ak,10195517,2,"Tuesday, March 22, 2011 00:10:55 UTC",53.4751,-165.6468,3.2,21.00,22,"Fox Islands, Aleutian Islands, Alaska"
pr,11080008,0,"Monday, March 21, 2011 23:34:22 UTC",18.8579,-66.8580,3.0,33.00, 6,"Puerto Rico region"
pr,11080005,2,"Monday, March 21, 2011 23:23:08 UTC",18.4449,-67.3470,3.3,6.00,15,"Mona Passage, Puerto Rico"
se,032111m,C,"Monday, March 21, 2011 22:02:04 UTC",34.7893,-80.0640,2.9,0.80,16,"South Carolina"
pr,11080007,0,"Monday, March 21, 2011 21:58:40 UTC",18.4419,-68.7649,3.4,101.20, 6,"Dominican Republic"
pr,11080006,0,"Monday, March 21, 2011 21:49:35 UTC",19.1270,-64.4120,3.4,77.00, 8,"Virgin Islands region"
nc,71546011,6,"Monday, March 21, 2011 20:42:26 UTC",39.1217,-123.4178,3.5,5.20,81,"Northern California"
ak,10197941,2,"Monday, March 21, 2011 20:27:29 UTC",51.2309,-175.0891,2.5,25.80, 7,"Andreanof Islands, Aleutian Islands, Alaska"
pr,11080004,2,"Monday, March 21, 2011 19:49:01 UTC",18.4459,-67.3639,3.0,12.00,11,"Mona Passage, Puerto Rico"
us,c000287j,5,"Monday, March 21, 2011 19:01:20 UTC",36.6879,143.2378,5.0,46.40,175,"off the east coast of Honshu, Japan"
nn,00329842,7,"Monday, March 21, 2011 17:50:55 UTC",40.0719,-115.8429,2.8,16.00, 7,"Nevada"
ak,10195217,2,"Monday, March 21, 2011 17:43:24 UTC",51.3756,-174.6825,3.3,27.60,12,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000284g,7,"Monday, March 21, 2011 16:46:57 UTC",37.7273,142.2572,5.0,19.30,99,"off the east coast of Honshu, Japan"
us,2011itbe,4,"Monday, March 21, 2011 15:39:14 UTC",36.4340,143.8894,4.5,35.00,25,"off the east coast of Honshu, Japan"
us,c0002836,7,"Monday, March 21, 2011 15:22:21 UTC",-5.8953,127.1884,4.7,451.60,60,"Banda Sea"
ak,10195151,2,"Monday, March 21, 2011 15:15:33 UTC",54.6080,-160.6164,2.7,10.10,11,"Alaska Peninsula"
us,2011itbd,3,"Monday, March 21, 2011 14:58:04 UTC",36.2622,142.0409,4.4,24.00,16,"off the east coast of Honshu, Japan"
pr,11080002,0,"Monday, March 21, 2011 14:33:11 UTC",18.9290,-67.3410,2.8,39.80, 8,"Puerto Rico region"
us,2011itbb,5,"Monday, March 21, 2011 13:53:55 UTC",-7.8887,123.3153,4.7,228.60,16,"Banda Sea"
us,c0002820,7,"Monday, March 21, 2011 13:49:25 UTC",36.3801,140.9007,4.6,34.60,57,"near the east coast of Honshu, Japan"
nc,71545901,5,"Monday, March 21, 2011 13:37:24 UTC",41.7207,-123.6830,2.8,44.50,20,"Northern California"
us,c000281r,6,"Monday, March 21, 2011 13:36:01 UTC",36.6193,143.6375,4.8,9.10,135,"off the east coast of Honshu, Japan"
ak,10195109,2,"Monday, March 21, 2011 13:14:03 UTC",52.6898,-168.3859,2.6,20.90,10,"Fox Islands, Aleutian Islands, Alaska"
us,c000281h,E,"Monday, March 21, 2011 13:01:11 UTC",35.9777,142.3749,4.8,22.50,124,"off the east coast of Honshu, Japan"
us,c000281d,6,"Monday, March 21, 2011 12:37:36 UTC",37.4572,142.3691,5.0,27.40,185,"off the east coast of Honshu, Japan"
us,c000280d,5,"Monday, March 21, 2011 10:43:13 UTC",38.0570,144.5764,5.1,23.90,61,"off the east coast of Honshu, Japan"
us,c0002804,9,"Monday, March 21, 2011 10:36:49 UTC",13.9320,120.5596,5.4,92.00,155,"Mindoro, Philippines"
us,c00027zu,A,"Monday, March 21, 2011 09:49:02 UTC",36.5189,70.9204,5.8,196.70,282,"Hindu Kush region, Afghanistan"
us,c00027yx,7,"Monday, March 21, 2011 08:06:23 UTC",36.4785,141.5413,4.9,30.80,126,"near the east coast of Honshu, Japan"
ak,10197899,2,"Monday, March 21, 2011 07:50:42 UTC",52.4048,-169.1778,2.5,9.80, 8,"Fox Islands, Aleutian Islands, Alaska"
ak,10195033,2,"Monday, March 21, 2011 07:44:43 UTC",53.1011,-166.7043,2.5,26.90,12,"Fox Islands, Aleutian Islands, Alaska"
us,c00027y6,6,"Monday, March 21, 2011 07:19:46 UTC",-19.0690,168.7004,4.9,45.40,55,"Vanuatu"
ak,10195024,2,"Monday, March 21, 2011 06:56:00 UTC",51.5857,-177.6506,2.5,22.90,13,"Andreanof Islands, Aleutian Islands, Alaska"
us,c00027xb,6,"Monday, March 21, 2011 05:54:12 UTC",36.2052,142.0979,5.2,37.10,161,"off the east coast of Honshu, Japan"
us,c00027x0,6,"Monday, March 21, 2011 05:08:03 UTC",36.1824,141.6132,5.3,17.80,268,"near the east coast of Honshu, Japan"
ak,10194991,2,"Monday, March 21, 2011 04:56:30 UTC",51.3145,-174.0177,3.5,21.00,13,"Andreanof Islands, Aleutian Islands, Alaska"
ci,10911637,4,"Monday, March 21, 2011 04:54:35 UTC",35.1713,-118.1973,2.7,7.90,48,"Southern California"
nm,03211a,A,"Monday, March 21, 2011 04:33:17 UTC",35.2278,-92.3887,2.6,6.20,13,"Arkansas"
pr,11080000,0,"Monday, March 21, 2011 04:31:23 UTC",18.7824,-64.9115,2.8,28.60, 6,"Virgin Islands region"
us,c00027wf,7,"Monday, March 21, 2011 04:15:16 UTC",36.2471,137.6038,4.7,9.60,71,"eastern Honshu, Japan"
us,c00027vl,8,"Monday, March 21, 2011 02:37:20 UTC",40.2427,143.6655,4.8,17.30,112,"off the east coast of Honshu, Japan"
